City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Adrar,MR,2021-04-11 17:45:15,20.5022,-10.0711,93.34,11,45,8.01
294,Melenki,RU,2021-04-11 17:45:16,55.3343,41.6295,41.5,79,90,4.83
295,Vihari,PK,2021-04-11 17:45:16,30.0333,72.35,83.44,10,72,1.86
296,Faya,SA,2021-04-11 17:45:16,18.3851,42.4509,66.2,55,0,10.36
297,Tynda,RU,2021-04-11 17:45:16,55.1667,124.7167,-7.69,97,72,2.64
298,Killybegs,IE,2021-04-11 17:45:17,54.6333,-8.45,42.8,93,40,9.22
299,Port Blair,IN,2021-04-11 17:45:17,11.6667,92.75,82.47,75,99,4.05
300,Piacabucu,BR,2021-04-11 17:45:17,-10.4056,-36.4344,82.47,71,100,11.1
301,Imeni Zhelyabova,RU,2021-04-11 17:45:17,58.9544,36.5956,34.81,96,38,2.86
302,Stanari,BA,2021-04-11 17:45:18,44.7472,17.8294,59.0,55,0,4.61
303,Pizhanka,RU,2021-04-11 17:45:18,57.4604,48.542,32.72,99,100,3.31
304,Wana,PK,2021-04-11 17:45:18,32.2989,69.5725,66.69,36,81,2.24
305,Qaqortoq,GL,2021-04-11 17:45:18,60.7167,-46.0333,55.4,15,20,20.71
306,Ganganagar,IN,2021-04-11 17:45:19,29.9167,73.8833,84.51,9,21,4.36
307,Constitucion,CL,2021-04-11 17:44:26,-35.3333,-72.4167,68.58,48,0,17.36
308,Gopalur,IN,2021-04-11 17:45:19,16.6167,77.8,89.96,30,88,1.79
309,Puerto Madryn,AR,2021-04-11 17:45:19,-42.7692,-65.0385,71.33,37,18,13.94
310,Ixtapa,MX,2021-04-11 17:45:19,20.7,-105.2,78.8,69,1,5.75
311,Taoudenni,ML,2021-04-11 17:45:20,22.6783,-3.9836,96.98,10,12,7.67
312,Yuksekova,TR,2021-04-11 17:45:20,37.5736,44.2872,51.8,37,0,11.5
313,Warwick,US,2021-04-11 17:44:12,41.7001,-71.4162,51.8,76,90,14.97
314,Los Llanos De Aridane,ES,2021-04-11 17:45:20,28.6585,-17.9182,69.8,73,20,4.61
315,Hami,CN,2021-04-11 17:45:21,42.8,93.45,54.32,28,63,5.97
316,Takoradi,GH,2021-04-11 17:45:21,4.8845,-1.7554,83.26,76,84,13.49
317,Fairbanks,US,2021-04-11 17:45:21,64.8378,-147.7164,10.99,55,1,8.05
318,Marquette,US,2021-04-11 17:44:02,46.5333,-87.6335,46.99,85,100,5.01
319,Cap Malheureux,MU,2021-04-11 17:45:21,-19.9842,57.6142,78.01,80,85,5.99
320,Plock,PL,2021-04-11 17:45:01,52.5468,19.7064,62.6,36,0,9.22
321,San Juan Del Sur,NI,2021-04-11 17:45:22,11.2529,-85.8705,86.0,62,20,4.61
322,Poum,NC,2021-04-11 17:43:46,-20.2333,164.0167,78.21,79,100,15.26
323,Pingzhuang,CN,2021-04-11 17:45:22,42.0372,119.2889,47.84,58,68,14.88
324,Najran,SA,2021-04-11 17:45:22,17.4924,44.1277,89.6,14,40,11.5
325,Rzhev,RU,2021-04-11 17:45:23,56.2624,34.3282,48.33,74,81,7.45
326,Bilma,NE,2021-04-11 17:45:23,18.6853,12.9164,91.62,6,31,10.38
327,Copperas Cove,US,2021-04-11 17:45:23,31.1241,-97.9031,82.0,20,1,12.66
328,Baie-Saint-Paul,CA,2021-04-11 17:45:23,47.4411,-70.4986,44.01,60,1,9.22
329,Hailar,CN,2021-04-11 17:45:24,49.2,119.7,28.42,94,100,20.0
330,Mutare,ZW,2021-04-11 17:45:24,-18.9707,32.6709,61.72,85,2,4.45
331,Talara,PE,2021-04-11 17:45:24,-4.5772,-81.2719,87.8,62,0,14.97
332,Baixo Guandu,BR,2021-04-11 17:45:24,-19.5189,-41.0158,77.0,67,1,1.7
333,Makakilo City,US,2021-04-11 17:45:25,21.3469,-158.0858,69.8,68,75,6.91
334,Komsomolskiy,UZ,2021-04-11 17:45:25,40.4272,71.7189,57.2,38,42,9.22
335,Shakawe,BW,2021-04-11 17:45:25,-18.3667,21.85,69.93,38,4,4.59
336,Rehoboth,NA,2021-04-11 17:45:26,-23.3167,17.0833,73.24,27,5,9.78
337,Leningradskiy,RU,2021-04-11 17:45:26,69.3833,178.4167,-20.34,96,48,6.33
338,Yulara,AU,2021-04-11 17:45:26,-25.2406,130.9889,62.6,42,20,10.36
339,Gumdag,TM,2021-04-11 17:45:26,39.2061,54.5906,71.37,33,82,8.99
340,Buala,SB,2021-04-11 17:45:27,-8.145,159.5921,78.3,81,100,1.23
341,Rivadavia,AR,2021-04-11 17:41:16,-33.1905,-68.4608,68.0,45,0,6.91
342,Florence,IT,2021-04-11 17:45:27,43.7667,11.25,60.8,77,75,4.61
343,Kununurra,AU,2021-04-11 17:45:27,-15.7667,128.7333,73.4,94,40,3.67
344,Guerrero Negro,MX,2021-04-11 17:45:27,27.9769,-114.0611,64.47,64,96,15.17
345,Dingle,PH,2021-04-11 17:45:28,10.9995,122.6711,75.69,83,57,5.86
346,Mitchell,US,2021-04-11 17:45:28,43.7094,-98.0298,57.2,35,1,8.95
347,Rocha,UY,2021-04-11 17:45:28,-34.4833,-54.3333,63.16,83,93,28.63
348,Santa Maria,BR,2021-04-11 17:45:28,-29.6842,-53.8069,75.2,78,75,8.05
349,Chincha Alta,PE,2021-04-11 17:45:29,-13.4099,-76.1323,75.2,60,0,9.22
350,Broken Hill,AU,2021-04-11 17:45:29,-31.95,141.4333,46.4,57,0,4.61
351,Kearney,US,2021-04-11 17:45:29,40.6995,-99.0815,59.0,47,1,27.63
352,Poronaysk,RU,2021-04-11 17:45:29,49.2167,143.1167,34.0,86,57,7.36
353,Polunochnoye,RU,2021-04-11 17:45:30,60.8697,60.4153,32.79,86,55,6.26
354,Santa Cecilia,BR,2021-04-11 17:45:30,-26.9608,-50.4269,80.71,29,19,6.17
355,Dno,RU,2021-04-11 17:45:30,57.8277,29.9637,44.29,88,100,5.66
356,Aguada De Pasajeros,CU,2021-04-11 17:45:30,22.385,-80.8508,87.8,62,20,14.97
357,Qurayyat,SA,2021-04-11 17:45:31,31.3318,37.3428,59.0,36,0,16.11
358,Kabinda,CD,2021-04-11 17:45:31,-6.1333,24.4833,68.52,87,40,2.01
359,Banswada,IN,2021-04-11 17:45:31,18.3833,77.8833,84.06,37,33,4.07
360,Klaksvik,FO,2021-04-11 17:41:52,62.2266,-6.589,35.6,75,90,1.14
361,Ilebo,CD,2021-04-11 17:45:31,-4.3167,20.5833,70.5,97,98,6.4
362,Villa Maria,AR,2021-04-11 17:45:32,-32.4075,-63.2402,71.01,51,0,1.99
363,Panji,ID,2021-04-11 17:45:32,-7.7253,114.0995,73.96,88,9,5.3
364,Santa Cruz,BO,2021-04-11 17:45:03,-17.8,-63.1667,86.0,62,75,17.27
365,Vestmannaeyjar,IS,2021-04-11 17:45:32,63.4427,-20.2734,39.2,65,90,25.32
366,Caraquet,CA,2021-04-11 17:45:32,47.7941,-64.9386,50.0,71,97,5.75
367,Sorland,NO,2021-04-11 17:45:33,67.667,12.6934,35.6,80,75,11.5
368,Toora-Khem,RU,2021-04-11 17:45:18,52.4675,96.11,25.52,86,86,1.72
369,Yerofey Pavlovich,RU,2021-04-11 17:45:33,53.9667,121.9667,15.44,92,83,7.81
370,Almaznyy,RU,2021-04-11 17:45:33,48.0448,40.045,46.4,93,75,8.95
371,Half Moon Bay,US,2021-04-11 17:45:34,37.4636,-122.4286,61.0,82,1,12.66
372,Vaitape,PF,2021-04-11 17:45:34,-16.5167,-151.75,81.45,76,100,11.77
373,Kardla,EE,2021-04-11 17:45:34,58.9978,22.7492,46.0,58,100,3.0
374,Winnemucca,US,2021-04-11 17:45:34,40.973,-117.7357,41.0,33,1,17.27
375,Apatou,GF,2021-04-11 17:45:35,5.155,-54.3472,74.21,98,100,1.01
376,Porto Novo,BJ,2021-04-11 17:41:56,6.4965,2.6036,86.0,74,20,13.8
377,Tondano,ID,2021-04-11 17:45:35,1.3038,124.9112,77.0,100,40,2.04
378,Myitkyina,MM,2021-04-11 17:45:35,25.3833,97.4,73.36,54,21,2.64
379,Tanout,NE,2021-04-11 17:45:35,14.9709,8.8879,92.46,5,69,11.45
380,Vila Franca Do Campo,PT,2021-04-11 17:45:36,37.7167,-25.4333,66.2,88,40,9.22
381,San Cristobal,VE,2021-04-11 17:45:36,7.7669,-72.225,89.6,48,40,11.5
382,Coahuayana,MX,2021-04-11 17:45:36,18.7333,-103.6833,80.6,44,20,6.91
383,Kruisfontein,ZA,2021-04-11 17:45:37,-34.0033,24.7314,64.0,80,100,0.96
384,Guozhen,CN,2021-04-11 17:45:37,34.3659,107.359,51.31,86,84,1.54
385,Pasni,PK,2021-04-11 17:44:21,25.2631,63.471,79.48,70,0,14.47
386,Lubango,AO,2021-04-11 17:45:37,-14.9172,13.4925,62.31,65,66,2.86
387,Cherskiy,RU,2021-04-11 17:45:37,68.75,161.3,-30.21,99,65,4.76
388,Pangnirtung,CA,2021-04-11 17:45:30,66.1451,-65.7125,26.6,74,75,3.44
389,Lang Suan,TH,2021-04-11 17:45:38,9.9456,99.0785,78.69,86,97,4.16
390,Parker,US,2021-04-11 17:45:38,32.7668,-97.8003,79.0,35,0,4.0
391,Ambatolampy,MG,2021-04-11 17:45:16,-19.3833,47.4167,64.4,88,20,6.91
392,Port Hawkesbury,CA,2021-04-11 17:45:38,45.6169,-61.3485,39.0,100,90,21.85
393,Kokuy,RU,2021-04-11 17:45:39,52.2037,117.5529,21.9,49,61,6.62
394,Xiaoshan,CN,2021-04-11 17:45:39,30.1675,120.2588,60.8,100,75,4.47
395,Wattegama,LK,2021-04-11 17:45:39,6.7989,81.4808,74.88,91,86,2.01
396,Sawakin,SD,2021-04-11 17:45:39,19.1059,37.3321,75.56,58,2,12.75
397,Champerico,GT,2021-04-11 17:45:40,14.3,-91.9167,87.8,70,20,6.91
398,Kez,RU,2021-04-11 17:45:40,57.8979,53.7152,31.84,98,100,3.91
399,Huntsville,US,2021-04-11 17:42:15,34.7304,-86.5861,70.0,42,1,13.8
400,Uige,AO,2021-04-11 17:45:40,-7.6087,15.0613,68.02,91,58,3.29
401,Sillamae,EE,2021-04-11 17:45:40,59.3997,27.7547,40.19,58,82,8.93
402,Jiayuguan,CN,2021-04-11 17:45:41,39.8167,98.3,43.9,50,33,1.9
403,Qena,EG,2021-04-11 17:45:41,26.1615,32.7183,73.4,27,0,4.61
404,Princeton,US,2021-04-11 17:45:41,25.5384,-80.4089,91.0,66,75,14.97
405,Sokolo,ML,2021-04-11 17:45:42,14.7328,-6.1219,104.88,5,0,2.35
406,Shizunai,JP,2021-04-11 17:45:42,42.3339,142.3669,39.09,78,0,0.09
407,Chapayevka,UA,2021-04-11 17:45:42,47.4711,36.3451,49.73,59,100,15.05
408,Bac Lieu,VN,2021-04-11 17:45:42,9.285,105.7244,81.93,76,12,12.3
409,Olinda,BR,2021-04-11 17:40:51,-8.0089,-34.8553,78.8,83,75,6.91
410,Bobo Dioulasso,BF,2021-04-11 17:45:43,11.1771,-4.2979,102.2,25,20,8.05
411,Honningsvag,NO,2021-04-11 17:41:25,70.9821,25.9704,35.6,80,75,32.21
412,Svarstad,NO,2021-04-11 17:45:43,59.399,9.9698,39.0,47,100,4.5
413,Yumen,CN,2021-04-11 17:45:43,40.2833,97.2,47.77,26,54,14.29
414,Taltal,CL,2021-04-11 17:45:43,-25.4,-70.4833,68.05,68,16,5.37
415,Broome,US,2021-04-11 17:44:22,42.2506,-75.833,60.01,94,90,11.5
416,Verona,IT,2021-04-11 17:43:30,45.4167,11.0333,48.99,93,75,1.14
417,Kiunga,PG,2021-04-11 17:45:44,-6.1219,141.2906,71.28,99,90,1.77
418,Paharpur,PK,2021-04-11 17:45:44,32.1038,70.9724,75.15,45,77,9.28
419,Pampas,PE,2021-04-11 17:45:44,-12.4,-74.9,56.12,72,100,7.11
420,Byron Bay,AU,2021-04-11 17:41:27,-28.65,153.6167,60.8,51,90,9.22
421,Kamenka,RU,2021-04-11 17:45:45,51.3223,42.7678,45.0,90,95,11.48
422,Katsuura,JP,2021-04-11 17:45:45,35.1333,140.3,55.4,76,20,4.61
423,Nanning,CN,2021-04-11 17:45:45,22.8167,108.3167,73.4,88,20,6.71
424,Buin,CL,2021-04-11 17:43:31,-33.7333,-70.75,79.0,28,0,3.44
425,Bafoulabe,ML,2021-04-11 17:45:46,13.8065,-10.8321,106.99,8,0,3.51
426,Hovd,MN,2021-04-11 17:45:46,48.0056,91.6419,30.67,29,5,5.44
427,Mahebourg,MU,2021-04-11 17:43:55,-20.4081,57.7,78.8,89,40,5.75
428,Ucluelet,CA,2021-04-11 17:42:39,48.9329,-125.5528,45.0,70,20,5.75
429,Chikwawa,MW,2021-04-11 17:45:46,-16.0335,34.8009,76.15,75,86,2.84
430,Valparaiso,CL,2021-04-11 17:45:46,-33.0393,-71.6273,71.6,35,0,6.91
431,Aginskoye,RU,2021-04-11 17:45:47,51.1,114.53,25.83,37,92,14.2
432,Banda Aceh,ID,2021-04-11 17:45:47,5.5577,95.3222,80.17,78,62,3.42
433,Itoman,JP,2021-04-11 17:43:11,26.1247,127.6694,69.8,68,20,12.66
434,Kaili,ID,2021-04-11 17:45:47,-3.4626,120.2147,67.42,92,75,3.27
435,Tahara,JP,2021-04-11 17:45:48,34.6667,137.2667,51.8,71,20,6.91
436,Salalah,OM,2021-04-11 17:44:29,17.0151,54.0924,82.4,69,20,6.91
437,Shahr-E Babak,IR,2021-04-11 17:45:48,30.1165,55.1186,68.38,22,99,6.42
438,Portland,US,2021-04-11 17:44:32,45.5234,-122.6762,48.0,65,1,4.61
439,Coolum Beach,AU,2021-04-11 17:45:48,-26.5333,153.1,61.0,58,0,9.89
440,Minna,NG,2021-04-11 17:45:49,9.6139,6.5569,100.4,27,20,3.44
441,Taywarah,AF,2021-04-11 17:45:49,33.35,64.4167,51.64,32,79,1.92
442,Ouesso,CG,2021-04-11 17:45:49,1.6136,16.0517,72.23,97,99,3.94
443,Roald,NO,2021-04-11 17:45:49,62.5833,6.1333,41.0,75,20,12.66
444,Comal,US,2021-04-11 17:45:50,29.8169,-98.3003,81.0,32,35,8.99
445,Vestmanna,FO,2021-04-11 17:45:50,62.1564,-7.1664,35.6,75,96,1.14
446,Svetlaya,RU,2021-04-11 17:45:50,46.5389,138.3297,40.5,82,98,10.6
447,Koungou,YT,2021-04-11 17:45:50,-12.7336,45.2042,78.8,89,86,5.75
448,Nouadhibou,MR,2021-04-11 17:45:51,20.931,-17.0347,78.8,44,5,16.11
449,Yenagoa,NG,2021-04-11 17:45:51,4.9247,6.2642,79.05,78,100,7.72
450,Altay,CN,2021-04-11 17:45:51,47.8667,88.1167,36.27,29,0,11.3
451,Lethem,GY,2021-04-11 17:45:29,3.3803,-59.7968,76.03,82,100,6.6
452,Satinka,RU,2021-04-11 17:45:51,52.3792,41.6819,45.14,88,100,13.44
453,Kibala,TD,2021-04-11 17:45:52,9.1104,18.3463,98.6,22,0,5.35
454,Ambilobe,MG,2021-04-11 17:45:52,-13.2,49.05,74.61,90,64,2.89
455,Belmonte,BR,2021-04-11 17:45:52,-15.8631,-38.8828,82.4,83,75,4.61
456,Cozumel,MX,2021-04-11 17:41:07,20.5083,-86.9458,86.0,70,75,10.36
457,Boa Vista,BR,2021-04-11 17:45:53,2.8197,-60.6733,78.8,73,90,5.75
458,Cuamba,MZ,2021-04-11 17:45:53,-14.8031,36.5372,68.58,96,100,3.6
459,Amapa,BR,2021-04-11 17:45:53,1.0,-52.0,80.55,89,90,3.62
460,Pacific Grove,US,2021-04-11 17:45:53,36.6177,-121.9166,55.0,71,40,3.44
461,Amuntai,ID,2021-04-11 17:45:54,-2.4177,115.2494,73.92,96,99,0.72
462,Suzun,RU,2021-04-11 17:41:16,53.7841,82.3116,29.82,96,94,2.53
463,Mayo,US,2021-04-11 17:45:54,38.8876,-76.5119,78.01,50,1,4.61
464,Olafsvik,IS,2021-04-11 17:45:04,64.8945,-23.7142,36.25,98,100,19.28
465,Okha,RU,2021-04-11 17:45:54,53.5739,142.9478,26.6,70,100,14.76
466,Ayan,RU,2021-04-11 17:45:54,56.45,138.1667,11.26,74,94,10.8
467,Margate,GB,2021-04-11 17:45:55,51.3813,1.3862,46.0,63,60,1.01
468,Gerash,IR,2021-04-11 17:45:55,27.6652,54.1371,82.4,26,0,2.13
469,Wanning,CN,2021-04-11 17:45:55,18.8003,110.3967,75.02,84,28,4.43
470,Alofi,NU,2021-04-11 17:40:58,-19.0595,-169.9187,68.0,100,13,1.14
471,Shingu,JP,2021-04-11 17:43:00,33.7333,135.9833,53.31,82,55,6.22
472,Taybad,IR,2021-04-11 17:45:56,34.74,60.7756,68.59,26,89,8.28
473,Yermakovskoye,RU,2021-04-11 17:45:56,53.2831,92.4003,26.85,94,96,2.46
474,Camacha,PT,2021-04-11 17:45:56,33.0833,-16.3333,66.2,82,40,10.36
475,Saint George,US,2021-04-11 17:45:56,37.1041,-113.5841,73.0,16,1,4.61
476,Barra Patuca,HN,2021-04-11 17:45:57,15.8,-84.2833,87.13,63,14,13.24
477,Taber,CA,2021-04-11 17:45:57,49.8167,-112.1518,30.2,86,100,14.97
478,Verkhnyaya Inta,RU,2021-04-11 17:45:57,65.9811,60.3094,33.6,78,72,19.73
479,Gurupa,BR,2021-04-11 17:45:57,-1.405,-51.64,85.66,64,88,4.59
480,Hervey Bay,AU,2021-04-11 17:45:58,-25.2986,152.8535,64.99,52,0,4.0
481,Duzce,TR,2021-04-11 17:45:58,40.8389,31.1639,40.23,98,100,3.02
482,Catia La Mar,VE,2021-04-11 17:45:58,10.6038,-67.0303,80.01,83,87,10.36
483,Turukhansk,RU,2021-04-11 17:45:58,65.8167,87.9833,25.12,90,100,8.43
484,Hofn,IS,2021-04-11 17:44:01,64.2539,-15.2082,38.97,88,100,12.19
485,Puerto Rico,AR,2021-04-11 17:45:59,-26.796,-55.024,87.69,48,21,5.55
486,Correntina,BR,2021-04-11 17:45:59,-13.3433,-44.6367,89.01,35,86,5.26
487,Biak,ID,2021-04-11 17:45:59,-0.9131,122.8766,76.35,83,98,2.68
488,Tilichiki,RU,2021-04-11 17:45:59,60.4667,166.1,1.29,81,18,12.01
489,Corpus Christi,US,2021-04-11 17:46:00,27.8006,-97.3964,82.0,65,20,12.66
490,Rovaniemi,FI,2021-04-11 17:46:00,66.5,25.7167,39.2,45,0,10.36
491,Samfya,ZM,2021-04-11 17:46:00,-11.3649,29.5565,65.16,90,65,7.58
492,Praia Da Vitoria,PT,2021-04-11 17:46:01,38.7333,-27.0667,68.0,73,20,12.68
493,Fergus Falls,US,2021-04-11 17:46:01,46.283,-96.0776,52.0,58,40,8.05
494,Sisimiut,GL,2021-04-11 17:46:01,66.9395,-53.6735,33.4,76,56,12.19
495,Strezhevoy,RU,2021-04-11 17:46:01,60.7333,77.5889,41.0,60,90,8.95
496,Shitanjing,CN,2021-04-11 17:43:11,39.2342,106.3439,47.53,64,99,7.02
497,Mehamn,NO,2021-04-11 17:46:02,71.0357,27.8492,35.6,75,40,29.93
498,Nadvoitsy,RU,2021-04-11 17:46:02,63.8667,34.3167,36.48,72,7,14.88
499,Natal,BR,2021-04-11 17:41:06,-5.795,-35.2094,87.8,66,40,14.97
500,Montepuez,MZ,2021-04-11 17:46:02,-13.1256,38.9997,69.71,97,95,5.61
501,Merke,KZ,2021-04-11 17:46:03,42.8728,73.1786,52.79,58,20,4.7
502,Mogadishu,SO,2021-04-11 17:43:53,2.0371,45.3438,82.56,69,100,17.43
503,Port Hedland,AU,2021-04-11 17:46:03,-20.3167,118.5667,80.6,89,87,5.75
504,Queanbeyan,AU,2021-04-11 17:46:03,-35.35,149.2333,36.0,93,4,1.99
505,Nago,JP,2021-04-11 17:46:03,26.5881,127.9761,69.8,68,1,12.66
506,Craig,US,2021-04-11 17:46:04,40.5153,-107.5464,51.8,24,1,11.5
507,Honiara,SB,2021-04-11 17:46:04,-9.4333,159.95,76.59,87,99,2.71
508,Mangochi,MW,2021-04-11 17:46:04,-14.4782,35.2645,71.6,87,100,6.46
509,Gamboma,CG,2021-04-11 17:46:05,-1.8764,15.8644,73.8,81,70,5.44
510,Nsanje,MW,2021-04-11 17:46:05,-16.92,35.262,74.73,79,99,3.96
511,Christchurch,NZ,2021-04-11 17:44:29,-43.5333,172.6333,55.99,93,0,6.91
512,Shiyan,CN,2021-04-11 17:46:05,32.6475,110.7781,52.57,80,100,1.28
513,Islamkot,PK,2021-04-11 17:46:05,24.6997,70.177,81.12,38,0,10.07
514,College,US,2021-04-11 17:43:02,64.8569,-147.8028,10.99,60,75,6.91
515,Vera Cruz,BR,2021-04-11 17:46:06,-12.6333,-41.0333,75.2,88,75,4.61
516,Road Town,VG,2021-04-11 17:43:54,18.4167,-64.6167,80.6,61,20,6.91
517,Vydrino,RU,2021-04-11 17:46:06,51.485,104.8461,19.15,77,6,7.23
518,Raga,SS,2021-04-11 17:46:06,8.4596,25.678,86.38,13,100,2.35
519,Abha,SA,2021-04-11 17:46:07,18.2164,42.5053,66.2,55,0,10.36
520,Plonsk,PL,2021-04-11 17:46:07,52.6235,20.3755,63.0,36,0,9.22
521,Ballina,AU,2021-04-11 17:46:07,-28.8667,153.5667,60.8,51,90,9.22
522,Khorixas,NA,2021-04-11 17:46:08,-20.3667,14.9667,80.22,26,0,9.42
523,Sao Luiz Gonzaga,BR,2021-04-11 17:46:08,-28.4083,-54.9608,77.45,70,91,14.97
524,Kamariotissa,GR,2021-04-11 17:46:08,40.4833,25.4667,51.8,54,0,3.44
525,Opunake,NZ,2021-04-11 17:46:08,-39.4556,173.8583,57.99,95,29,7.0
526,Eidsvag,NO,2021-04-11 17:46:09,62.7767,8.0668,41.0,70,20,11.5
527,Saraland,US,2021-04-11 17:46:09,30.8207,-88.0706,78.01,56,1,1.01
528,Botou,CN,2021-04-11 17:46:09,38.0667,116.5667,56.61,69,100,5.7
529,Necochea,AR,2021-04-11 17:46:09,-38.5473,-58.7368,68.0,68,62,10.0
530,Ocara,BR,2021-04-11 17:46:10,-4.4908,-38.5967,82.0,78,87,5.88
531,Seoul,KR,2021-04-11 17:46:10,37.5683,126.9778,57.2,62,0,2.3
532,Ahipara,NZ,2021-04-11 17:46:10,-35.1667,173.1667,62.51,91,8,2.33
533,Capitao Poco,BR,2021-04-11 17:46:10,-1.7464,-47.0594,80.73,84,88,2.62
534,Perpignan,FR,2021-04-11 17:46:11,42.75,2.75,53.6,66,90,12.66
535,Moranbah,AU,2021-04-11 17:46:11,-22.0016,148.0466,67.32,40,0,22.5
536,Sao Raimundo Das Mangabeiras,BR,2021-04-11 17:46:11,-7.0219,-45.4811,85.23,60,52,2.3
537,Klyuchi,RU,2021-04-11 17:46:11,52.2667,79.1667,32.58,96,16,8.68
538,Callaway,US,2021-04-11 17:46:12,30.153,-85.5699,71.01,83,90,9.22
539,Bubaque,GW,2021-04-11 17:46:12,11.2833,-15.8333,77.18,72,13,14.41
540,Tahoua,NE,2021-04-11 17:46:12,14.8888,5.2692,105.8,5,36,9.22
541,Gidole,ET,2021-04-11 17:46:12,5.65,37.3667,60.31,72,73,5.91
542,Sayyan,YE,2021-04-11 17:46:13,15.1718,44.3244,60.51,61,57,4.45
543,Richards Bay,ZA,2021-04-11 17:46:13,-28.783,32.0377,72.14,89,1,3.2
544,Aquiraz,BR,2021-04-11 17:46:13,-3.9014,-38.3911,82.0,89,75,4.61
545,Tabou,CI,2021-04-11 17:41:15,4.423,-7.3528,82.65,77,69,9.51
546,Kindu,CD,2021-04-11 17:46:14,-2.95,25.95,69.73,94,97,3.13
547,Bozeman,US,2021-04-11 17:44:00,45.6796,-111.0386,33.8,51,90,3.44
548,Rutana,BI,2021-04-11 17:46:14,-3.8667,30.1,57.04,93,95,0.67
549,Naze,JP,2021-04-11 17:42:19,28.3667,129.4833,64.96,70,25,19.13
550,Emilio Carranza,MX,2021-04-11 17:46:14,19.9711,-96.6114,85.44,63,0,9.08
551,Mackenzie,CA,2021-04-11 17:46:14,55.2999,-123.1698,30.2,59,1,2.3
552,Waingapu,ID,2021-04-11 17:46:15,-9.6567,120.2641,76.73,85,41,3.27
553,Maningrida,AU,2021-04-11 17:46:15,-12.0667,134.2667,78.28,83,96,3.96
554,Santa Ana,US,2021-04-11 17:41:25,33.7456,-117.8678,69.01,68,75,8.05
555,Husavik,IS,2021-04-11 17:46:15,66.0449,-17.3389,35.6,69,75,6.91
556,Iquitos,PE,2021-04-11 17:46:16,-3.7481,-73.2472,86.0,74,75,3.44
557,Burgeo,CA,2021-04-11 17:46:16,47.6167,-57.6152,41.88,86,100,17.11
558,Havre-Saint-Pierre,CA,2021-04-11 17:46:16,50.2334,-63.5986,59.0,55,75,26.46
559,Vanimo,PG,2021-04-11 17:46:16,-2.6741,141.3028,78.15,87,99,6.91
560,Sucre,BO,2021-04-11 17:46:17,-19.0333,-65.2627,64.15,55,59,9.13
561,Parakou,BJ,2021-04-11 17:46:17,9.3372,2.6303,88.18,38,77,6.82
562,Belyy Yar,RU,2021-04-11 17:46:17,53.6039,91.3903,28.4,64,85,3.78
563,Grants Pass,US,2021-04-11 17:46:17,42.439,-123.3284,46.99,53,1,3.29
564,Rybnaya Sloboda,RU,2021-04-11 17:46:18,55.4613,50.1409,39.2,93,90,2.24
565,Guilin,CN,2021-04-11 17:41:41,25.2819,110.2864,60.8,94,90,1.86
566,Tubuala,PA,2021-04-11 17:46:18,9.5167,-79.0333,86.0,66,40,10.36
567,Westport,US,2021-04-11 17:42:41,41.1415,-73.3579,59.0,93,90,16.11
568,Grindavik,IS,2021-04-11 17:44:33,63.8424,-22.4338,39.2,87,75,21.85
569,Rayagada,IN,2021-04-11 17:46:18,19.1667,83.4167,82.35,57,90,4.34
570,Copiapo,CL,2021-04-11 17:46:19,-27.3667,-70.3333,60.8,77,75,9.22
571,Batemans Bay,AU,2021-04-11 17:45:25,-35.7167,150.1833,53.01,58,17,1.99
572,San Patricio,US,2021-04-11 17:46:19,28.017,-97.5169,84.2,51,1,6.91
573,Codrington,AU,2021-04-11 17:43:59,-38.2667,141.9667,54.9,75,100,11.12
574,Na Wa,TH,2021-04-11 17:46:19,17.4897,104.1006,80.76,59,100,8.3
